dimension,funcion,algoritmo,variante,repeticion,mejor_final,tiempo_total,iter_mejor
10,Griewank,AG,AG_base,13,0.9085352020174146,0.6623079000055441,85
10,Griewank,AG,AG_base,14,0.5816107244849209,0.6578012999962084,88
10,Griewank,AG,AG_base,15,0.8839851608863838,0.6586648000011337,96
10,Griewank,AG,AG_base,16,0.5042522401743981,0.658231599998544,83
10,Griewank,AG,AG_base,17,0.7352908227212281,0.656784200000402,88
10,Griewank,AG,AG_base,18,0.8897645036297299,0.6583551000003354,54
10,Griewank,AG,AG_base,19,0.490204671284584,0.6584822999939206,93
10,Griewank,AG,AG_base,20,0.6943774866194818,0.658179599995492,97
10,Griewank,AG,AG_base,21,0.7791206621136123,0.6614958999998635,99
10,Griewank,AG,AG_base,22,0.5121520740116614,0.6541959999958635,94
10,Griewank,AG,AG_base,23,0.565090804819896,0.6578146000028937,89
10,Griewank,AG,AG_base,24,0.5094652123181138,0.6561872999955085,83
10,Griewank,AG,AG_base,25,0.7580653238552898,0.6592138999985764,94
10,Griewank,AG,AG_base,26,0.9406529908308338,0.6569180000005872,91
10,Griewank,AG,AG_base,27,0.7804194757786673,0.6555040000021108,94
10,Griewank,AG,AG_base,28,0.5904470562346333,0.6580929000047036,92
10,Griewank,AG,AG_base,29,0.5956101584293405,0.6589136000038707,96
10,Rastrigin,PSO,PSO_estandar,0,19.26629045378769,0.04530520000116667,99
10,Rastrigin,PSO,PSO_estandar,1,16.669021109080745,0.04474050000135321,99
10,Rastrigin,PSO,PSO_estandar,2,11.55759072299766,0.044940600004338194,99
10,Rastrigin,PSO,PSO_estandar,3,5.975181899611599,0.04501709999749437,99
10,Rastrigin,PSO,PSO_estandar,4,11.734769137791275,0.04509230000257958,98
10,Rastrigin,PSO,PSO_estandar,5,7.386987956289772,0.045107799996912945,99
10,Rastrigin,PSO,PSO_estandar,6,5.987619024153872,0.045034700000542216,97
10,Rastrigin,PSO,PSO_estandar,7,10.670783579126578,0.04529039999761153,98
10,Rastrigin,PSO,PSO_estandar,8,15.94308747810311,0.04522210000141058,99
10,Rastrigin,PSO,PSO_estandar,9,11.897840018772868,0.044964400003664196,97
10,Rastrigin,PSO,PSO_estandar,10,16.263878752482867,0.04496300000027986,99
10,Rastrigin,PSO,PSO_estandar,11,15.959384523641035,0.04504630000155885,99
10,Rastrigin,PSO,PSO_estandar,12,28.961060734929262,0.04497099999571219,99
10,Rastrigin,PSO,PSO_estandar,13,8.853437619898955,0.04504939999605995,98
10,Rastrigin,PSO,PSO_estandar,14,7.233524681315544,0.04525359999388456,97
10,Rastrigin,PSO,PSO_estandar,15,11.814650802051062,0.04530659999727504,97
10,Rastrigin,PSO,PSO_estandar,16,9.982073586940473,0.04577180000342196,97
10,Rastrigin,PSO,PSO_estandar,17,5.448244544056806,0.04657420000148704,97
10,Rastrigin,PSO,PSO_estandar,18,5.970896820972669,0.04623169999831589,99
10,Rastrigin,PSO,PSO_estandar,19,21.924249944426137,0.04628260000026785,99
10,Rastrigin,PSO,PSO_estandar,20,10.095795944298331,0.04533620000438532,99
10,Rastrigin,PSO,PSO_estandar,21,8.204471478594684,0.045342400000663474,93
10,Rastrigin,PSO,PSO_estandar,22,19.19339906540992,0.04521290000411682,95
10,Rastrigin,PSO,PSO_estandar,23,7.411517945411219,0.04533389999414794,95
10,Rastrigin,PSO,PSO_estandar,24,10.223352644782253,0.04648989999986952,99
10,Rastrigin,PSO,PSO_estandar,25,11.953869204925525,0.04626119999738876,99
10,Rastrigin,PSO,PSO_estandar,26,12.942748003609822,0.04776989999663783,99
10,Rastrigin,PSO,PSO_estandar,27,17.67547103045868,0.045749399992928375,98
10,Rastrigin,PSO,PSO_estandar,28,12.951491839815418,0.04513660000520758,99
10,Rastrigin,PSO,PSO_estandar,29,9.095297923147015,0.04530200000590412,98
10,Rastrigin,PSO,PSO_exploracion,0,77.70953584368412,0.046881399997801054,19
10,Rastrigin,PSO,PSO_exploracion,1,75.06800316932545,0.047217799998179544,49
10,Rastrigin,PSO,PSO_exploracion,2,96.583602883538,0.045893500006059185,2
10,Rastrigin,PSO,PSO_exploracion,3,88.74315441520118,0.046232900000177324,42
10,Rastrigin,PSO,PSO_exploracion,4,77.43959355290451,0.045208900002762675,28
10,Rastrigin,PSO,PSO_exploracion,5,89.63931283664682,0.045341800003370736,90
10,Rastrigin,PSO,PSO_exploracion,6,89.01947576038118,0.045204100002592895,82
10,Rastrigin,PSO,PSO_exploracion,7,111.67050509271726,0.04501409999647876,54
10,Rastrigin,PSO,PSO_exploracion,8,102.62021734585029,0.045847300003515556,0
10,Rastrigin,PSO,PSO_exploracion,9,50.20234545279833,0.045318299999053124,63
10,Rastrigin,PSO,PSO_exploracion,10,91.75824943168517,0.04470299999957206,0
10,Rastrigin,PSO,PSO_exploracion,11,43.41166556277365,0.044862800001283176,72
10,Rastrigin,PSO,PSO_exploracion,12,82.31366214527154,0.04474879999906989,64
10,Rastrigin,PSO,PSO_exploracion,13,89.4485270487516,0.044759299998986535,4
10,Rastrigin,PSO,PSO_exploracion,14,74.7563534450283,0.044746999999915715,79
10,Rastrigin,PSO,PSO_exploracion,15,93.49235088359151,0.044744600003468804,44
10,Rastrigin,PSO,PSO_exploracion,16,83.70020962071533,0.045354000001680106,68
10,Rastrigin,PSO,PSO_exploracion,17,76.58665637724494,0.045390999999654014,49
10,Rastrigin,PSO,PSO_exploracion,18,85.78107711751153,0.04491799999959767,25
10,Rastrigin,PSO,PSO_exploracion,19,74.3334081299725,0.045020599995041266,54
10,Rastrigin,PSO,PSO_exploracion,20,64.8530568810251,0.04525660000217613,3
10,Rastrigin,PSO,PSO_exploracion,21,89.42368813909667,0.044891800003824756,73
10,Rastrigin,PSO,PSO_exploracion,22,78.20945132697064,0.044906400005856995,27
10,Rastrigin,PSO,PSO_exploracion,23,71.60232523246574,0.04535380000015721,11
10,Rastrigin,PSO,PSO_exploracion,24,68.58046140839974,0.04493460000230698,88
10,Rastrigin,PSO,PSO_exploracion,25,73.95846871266303,0.044805099998484366,36
10,Rastrigin,PSO,PSO_exploracion,26,95.88103432838504,0.04532969999854686,4
10,Rastrigin,PSO,PSO_exploracion,27,91.09543777368833,0.04470140000194078,80
10,Rastrigin,PSO,PSO_exploracion,28,64.29605740128403,0.04474270000355318,75
10,Rastrigin,PSO,PSO_exploracion,29,96.12864614338407,0.045450700003129896,47
10,Rastrigin,PSO,PSO_explotacion,0,11.896235164570996,0.04558470000483794,99
10,Rastrigin,PSO,PSO_explotacion,1,9.357140075850154,0.044901300003402866,99
10,Rastrigin,PSO,PSO_explotacion,2,14.822719212713878,0.04499680000299122,99
10,Rastrigin,PSO,PSO_explotacion,3,10.600366147145749,0.04487340000196127,99
10,Rastrigin,PSO,PSO_explotacion,4,12.34031271662785,0.045968700003868435,99
10,Rastrigin,PSO,PSO_explotacion,5,9.190736403056434,0.04522930000530323,99
10,Rastrigin,PSO,PSO_explotacion,6,6.996690535924003,0.04503449999901932,99
10,Rastrigin,PSO,PSO_explotacion,7,14.824956807909487,0.045211399999971036,99
10,Rastrigin,PSO,PSO_explotacion,8,3.8026159632553913,0.045717300003161654,99
10,Rastrigin,PSO,PSO_explotacion,9,11.80411327967596,0.04515710000123363,99
10,Rastrigin,PSO,PSO_explotacion,10,6.686649405297999,0.04518709999683779,99
10,Rastrigin,PSO,PSO_explotacion,11,9.918170497308523,0.04561699999612756,98
10,Rastrigin,PSO,PSO_explotacion,12,11.190374956491624,0.04535899999609683,97
10,Rastrigin,PSO,PSO_explotacion,13,11.141507006042048,0.04570870000316063,99
10,Rastrigin,PSO,PSO_explotacion,14,9.600399209498477,0.04507910000393167,99
10,Rastrigin,PSO,PSO_explotacion,15,11.141502542235386,0.04512049999902956,99
10,Rastrigin,PSO,PSO_explotacion,16,7.764546555804657,0.045365900004981086,99
10,Rastrigin,PSO,PSO_explotacion,17,9.964197592599135,0.05618540000432404,99
10,Rastrigin,PSO,PSO_explotacion,18,9.392384080296821,0.05543970000144327,99
10,Rastrigin,PSO,PSO_explotacion,19,12.242094805188472,0.04567279999901075,99
10,Rastrigin,PSO,PSO_explotacion,20,8.387793347334025,0.04558299999916926,99
10,Rastrigin,PSO,PSO_explotacion,21,6.236706544525063,0.04524529999616789,99
10,Rastrigin,PSO,PSO_explotacion,22,22.709653853899397,0.04495940000197152,95
10,Rastrigin,PSO,PSO_explotacion,23,13.572597088978966,0.045329900000069756,99
10,Rastrigin,PSO,PSO_explotacion,24,9.592845076933003,0.045521000000007916,96
10,Rastrigin,PSO,PSO_explotacion,25,11.742934340556616,0.046311900005093776,99
10,Rastrigin,PSO,PSO_explotacion,26,11.857221531631737,0.045463199996447656,99
10,Rastrigin,PSO,PSO_explotacion,27,12.759911713170538,0.04557220000424422,99
10,Rastrigin,PSO,PSO_explotacion,28,11.014399508609188,0.04598370000167051,99
10,Rastrigin,PSO,PSO_explotacion,29,23.88819160107751,0.048784600003273226,99
10,Rastrigin,AG,AG_base,0,6.083872217410885,0.6461114999983693,77
10,Rastrigin,AG,AG_base,1,7.44027402890211,0.6456249999973807,93
10,Rastrigin,AG,AG_base,2,6.426114456254396,0.6342676999993273,94
10,Rastrigin,AG,AG_base,3,2.7491995918947936,0.6358353000032366,88
10,Rastrigin,AG,AG_base,4,3.83807451005363,0.6343206000019563,99
10,Rastrigin,AG,AG_base,5,4.6666780062887625,0.6358802000031574,95
10,Rastrigin,AG,AG_base,6,9.775615037647754,0.6325923999975203,94
10,Rastrigin,AG,AG_base,7,3.3024556597693078,0.6335483000002569,70
10,Rastrigin,AG,AG_base,8,4.14942845664541,0.6355096999977832,91
10,Rastrigin,AG,AG_base,9,8.431034302570907,0.6368845000033616,84
10,Rastrigin,AG,AG_base,10,8.205962444913425,0.6359824999963166,93
10,Rastrigin,AG,AG_base,11,4.573830574457531,0.6356804999959422,98
10,Rastrigin,AG,AG_base,12,4.342596458918891,0.6350345999962883,98
10,Rastrigin,AG,AG_base,13,8.652867827233791,0.634036899995408,90
10,Rastrigin,AG,AG_base,14,6.505066591874879,0.6332655000005616,96
10,Rastrigin,AG,AG_base,15,3.9437301682912107,0.6367148000063025,86
10,Rastrigin,AG,AG_base,16,3.083494966694559,0.6354864000022644,98
10,Rastrigin,AG,AG_base,17,6.930889474766275,0.6330305000010412,97
10,Rastrigin,AG,AG_base,18,7.0327558103792,0.6333494999998948,97
10,Rastrigin,AG,AG_base,19,9.241043361727876,0.6312120000002324,94
10,Rastrigin,AG,AG_base,20,4.2622121048542,0.6338590000013937,97
10,Rastrigin,AG,AG_base,21,4.915600703561324,0.6342128000032972,99
10,Rastrigin,AG,AG_base,22,3.117297713159175,0.6357266999984859,97
10,Rastrigin,AG,AG_base,23,3.525383697021269,0.6360245000032592,96
10,Rastrigin,AG,AG_base,24,5.885891563194193,0.6357275999980629,83
10,Rastrigin,AG,AG_base,25,3.234099679568857,0.6405458000008366,94
10,Rastrigin,AG,AG_base,26,7.990668033321924,0.6360206000026665,91
10,Rastrigin,AG,AG_base,27,5.058326069506464,0.6354131000043708,81
10,Rastrigin,AG,AG_base,28,2.7121423219750938,0.6333095000009052,78
10,Rastrigin,AG,AG_base,29,5.622443483243018,0.6397426999974414,96
10,Rosenbrock,PSO,PSO_estandar,0,3025.1216386337173,0.055501800001366064,99
10,Rosenbrock,PSO,PSO_estandar,1,9.60383433527301,0.05427800000325078,99
10,Rosenbrock,PSO,PSO_estandar,2,230.94503024711108,0.053491300001041964,98
10,Rosenbrock,PSO,PSO_estandar,3,2981.487872964566,0.05387469999550376,99
10,Rosenbrock,PSO,PSO_estandar,4,3.514593433834759,0.05375769999955082,99
10,Rosenbrock,PSO,PSO_estandar,5,70.75619556675419,0.05570420000003651,99
10,Rosenbrock,PSO,PSO_estandar,6,8.23266496980714,0.0610750999985612,99
10,Rosenbrock,PSO,PSO_estandar,7,113.5028396863535,0.06801139999879524,98
10,Rosenbrock,PSO,PSO_estandar,8,154.20939042751485,0.061639699997613207,99
10,Rosenbrock,PSO,PSO_estandar,9,106.72766145073928,0.05586659999971744,99
10,Rosenbrock,PSO,PSO_estandar,10,5.145979475654563,0.06505830000241986,98
10,Rosenbrock,PSO,PSO_estandar,11,8.161991263637818,0.058622500000637956,99
10,Rosenbrock,PSO,PSO_estandar,12,241.80462435125372,0.06729369999811752,98
10,Rosenbrock,PSO,PSO_estandar,13,7.5174090149916255,0.06250069999805419,99
10,Rosenbrock,PSO,PSO_estandar,14,7.5773249103551485,0.06472610000491841,99
10,Rosenbrock,PSO,PSO_estandar,15,9.249359778318599,0.05980260000069393,95
10,Rosenbrock,PSO,PSO_estandar,16,8.898755784016899,0.0630922999989707,99
10,Rosenbrock,PSO,PSO_estandar,17,11.48017593720122,0.05744090000371216,97
10,Rosenbrock,PSO,PSO_estandar,18,50.66048803381232,0.05954809999821009,99
10,Rosenbrock,PSO,PSO_estandar,19,5.5879857882191715,0.06687310000415891,99
10,Rosenbrock,PSO,PSO_estandar,20,555.4117192927656,0.08021279999957187,99
10,Rosenbrock,PSO,PSO_estandar,21,8.839795109540244,0.08316410000406904,99
10,Rosenbrock,PSO,PSO_estandar,22,8.212409866157133,0.06982900000002701,99
10,Rosenbrock,PSO,PSO_estandar,23,3021.6793069345495,0.05650520000199322,99
10,Rosenbrock,PSO,PSO_estandar,24,45.786252721366395,0.05435619999479968,98
10,Rosenbrock,PSO,PSO_estandar,25,10.209431419461337,0.05406270000094082,99
10,Rosenbrock,PSO,PSO_estandar,26,107.12353703185339,0.05400709999958053,98
10,Rosenbrock,PSO,PSO_estandar,27,7.8207573875674505,0.05398150000110036,99
10,Rosenbrock,PSO,PSO_estandar,28,10.294737937766111,0.05393020000337856,99
10,Rosenbrock,PSO,PSO_estandar,29,7.224224127563701,0.054124800000863615,97
10,Rosenbrock,PSO,PSO_exploracion,0,787504.4290284864,0.05416239999613026,96
10,Rosenbrock,PSO,PSO_exploracion,1,243495.73228487605,0.05397830000583781,43
10,Rosenbrock,PSO,PSO_exploracion,2,58305.80553062903,0.05396910000126809,92
10,Rosenbrock,PSO,PSO_exploracion,3,317979.1405856438,0.05383570000412874,61
10,Rosenbrock,PSO,PSO_exploracion,4,333728.52727618837,0.053897300000244286,91
10,Rosenbrock,PSO,PSO_exploracion,5,2121956.0862343614,0.054049700003815815,65
10,Rosenbrock,PSO,PSO_exploracion,6,1929607.1518432347,0.05395120000321185,89
10,Rosenbrock,PSO,PSO_exploracion,7,254133.89066967007,0.053973199996107724,46
10,Rosenbrock,PSO,PSO_exploracion,8,288766.8883756717,0.05395670000143582,53
10,Rosenbrock,PSO,PSO_exploracion,9,158892.38455123658,0.05529309999838006,61
10,Rosenbrock,PSO,PSO_exploracion,10,417390.99836093467,0.05362079999758862,65
10,Rosenbrock,PSO,PSO_exploracion,11,681742.4650268729,0.053610099996149074,51
10,Rosenbrock,PSO,PSO_exploracion,12,457930.6431238501,0.05373429999599466,33
10,Rosenbrock,PSO,PSO_exploracion,13,1506063.1324257045,0.05399120000220137,92
10,Rosenbrock,PSO,PSO_exploracion,14,458692.55730641424,0.053205399999569636,68
10,Rosenbrock,PSO,PSO_exploracion,15,3208522.19154662,0.05341049999697134,98
10,Rosenbrock,PSO,PSO_exploracion,16,1906951.310918671,0.05352489999495447,28
10,Rosenbrock,PSO,PSO_exploracion,17,539805.766261742,0.05355079999571899,82
10,Rosenbrock,PSO,PSO_exploracion,18,1354960.1814216308,0.05361550000088755,35
10,Rosenbrock,PSO,PSO_exploracion,19,403485.9170469523,0.053561699998681433,68
10,Rosenbrock,PSO,PSO_exploracion,20,415953.14773261896,0.05373430000327062,36
10,Rosenbrock,PSO,PSO_exploracion,21,640723.1074871164,0.053532699996139854,97
10,Rosenbrock,PSO,PSO_exploracion,22,1809328.6708422543,0.05349259999638889,38
10,Rosenbrock,PSO,PSO_exploracion,23,244058.9739520312,0.054221999998844694,63
10,Rosenbrock,PSO,PSO_exploracion,24,107212.88316480593,0.05319429999508429,32
10,Rosenbrock,PSO,PSO_exploracion,25,1080285.8683275564,0.05319510000117589,42
10,Rosenbrock,PSO,PSO_exploracion,26,1077612.8057016407,0.05300590000115335,86
10,Rosenbrock,PSO,PSO_exploracion,27,1685473.5983224795,0.05309300000226358,5
10,Rosenbrock,PSO,PSO_exploracion,28,664633.0062837334,0.053967300002113916,79
10,Rosenbrock,PSO,PSO_exploracion,29,1103652.3898031337,0.05486609999934444,55
10,Rosenbrock,PSO,PSO_explotacion,0,10710.359742847422,0.05547340000339318,99
10,Rosenbrock,PSO,PSO_explotacion,1,35152.77106790989,0.060655599998426624,99
10,Rosenbrock,PSO,PSO_explotacion,2,84709.454334024,0.05603319999499945,99
10,Rosenbrock,PSO,PSO_explotacion,3,94620.06200570682,0.05415219999849796,99
10,Rosenbrock,PSO,PSO_explotacion,4,26885.154821722674,0.05391579999559326,99
10,Rosenbrock,PSO,PSO_explotacion,5,38552.406309643295,0.05375880000065081,99
10,Rosenbrock,PSO,PSO_explotacion,6,672.8916160499942,0.053967899999406654,99
10,Rosenbrock,PSO,PSO_explotacion,7,2825.3760646675864,0.053931399997964036,99
10,Rosenbrock,PSO,PSO_explotacion,8,82819.03014598084,0.05408140000508865,99
10,Rosenbrock,PSO,PSO_explotacion,9,14672.928114273338,0.05404180000186898,99
10,Rosenbrock,PSO,PSO_explotacion,10,101427.81812981507,0.054209100002481136,99
10,Rosenbrock,PSO,PSO_explotacion,11,1617.883089281528,0.05409270000382094,99
10,Rosenbrock,PSO,PSO_explotacion,12,203.8365896387299,0.053963099999236874,99
10,Rosenbrock,PSO,PSO_explotacion,13,67594.00274126607,0.05400940000254195,99
10,Rosenbrock,PSO,PSO_explotacion,14,2316.3944031362744,0.054009299994504545,99
10,Rosenbrock,PSO,PSO_explotacion,15,49177.7199405515,0.054006400001526345,99
10,Rosenbrock,PSO,PSO_explotacion,16,8133.890615218415,0.054515099996933714,99
10,Rosenbrock,PSO,PSO_explotacion,17,5184.84549060174,0.0540127999993274,99
10,Rosenbrock,PSO,PSO_explotacion,18,25473.17512919576,0.05388770000718068,99
10,Rosenbrock,PSO,PSO_explotacion,19,88.21012935984152,0.05406850000144914,99
10,Rosenbrock,PSO,PSO_explotacion,20,670.6486620006482,0.054006799997296184,99
10,Rosenbrock,PSO,PSO_explotacion,21,28923.835676907027,0.053588099995977245,99
10,Rosenbrock,PSO,PSO_explotacion,22,9545.434801820393,0.054003900004317984,99
10,Rosenbrock,PSO,PSO_explotacion,23,10721.01708527434,0.05412880000221776,99
10,Rosenbrock,PSO,PSO_explotacion,24,20348.416034557904,0.0536229000063031,99
10,Rosenbrock,PSO,PSO_explotacion,25,2546.7900742873267,0.0539539999954286,99
10,Rosenbrock,PSO,PSO_explotacion,26,1249.12137187694,0.054202500003157184,99
10,Rosenbrock,PSO,PSO_explotacion,27,12420.232439823345,0.05421889999706764,99
10,Rosenbrock,PSO,PSO_explotacion,28,1826.5697150362728,0.054485799999383744,99
10,Rosenbrock,PSO,PSO_explotacion,29,16479.78248669335,0.05430480000359239,99
10,Rosenbrock,AG,AG_base,0,16.238221018560303,0.6468090000053053,99
10,Rosenbrock,AG,AG_base,1,11.725733293451706,0.6438324999980978,86
10,Rosenbrock,AG,AG_base,2,9.99769889340889,0.6430917999969097,94
10,Rosenbrock,AG,AG_base,3,10.084457277908562,0.6458159999965574,96
10,Rosenbrock,AG,AG_base,4,31.69125199108812,0.6461940999943181,99
10,Rosenbrock,AG,AG_base,5,17.960925940455148,0.6434589999989839,94
10,Rosenbrock,AG,AG_base,6,40.257445325489975,0.6472630999996909,79
10,Rosenbrock,AG,AG_base,7,30.542422951938526,0.6449380999983987,94
10,Rosenbrock,AG,AG_base,8,13.42584886838835,0.6448622000025352,98
10,Rosenbrock,AG,AG_base,9,92.29332967808773,0.6413862999979756,75
10,Rosenbrock,AG,AG_base,10,19.69610860933161,0.6440385000023525,94
10,Rosenbrock,AG,AG_base,11,65.0966989387533,0.6476551000014297,99
10,Rosenbrock,AG,AG_base,12,36.106854447172054,0.6424460999987787,84
10,Rosenbrock,AG,AG_base,13,24.64824143867224,0.6428212000027997,95
10,Rosenbrock,AG,AG_base,14,13.98954566106367,0.6438529000006383,85
10,Rosenbrock,AG,AG_base,15,78.27739541328206,0.6440062999972724,99
10,Rosenbrock,AG,AG_base,16,209.61048165031724,0.6443273999975645,98
10,Rosenbrock,AG,AG_base,17,16.32482071044535,0.6446866000042064,88
10,Rosenbrock,AG,AG_base,18,19.554355468623296,0.6413490000049933,68
10,Rosenbrock,AG,AG_base,19,77.93228633982173,0.6400858999986667,88
10,Rosenbrock,AG,AG_base,20,32.66291268801733,0.6417121000049519,97
10,Rosenbrock,AG,AG_base,21,10.718577841615812,0.6442303000003449,98
10,Rosenbrock,AG,AG_base,22,13.998681901415395,0.641076100000646,90
10,Rosenbrock,AG,AG_base,23,11.620867591990478,0.6474916000006488,92
10,Rosenbrock,AG,AG_base,24,62.12601581420631,0.6429053000028944,84
10,Rosenbrock,AG,AG_base,25,12.661944569644893,0.645683700000518,98
10,Rosenbrock,AG,AG_base,26,28.227807364627925,0.6456770999939181,98
10,Rosenbrock,AG,AG_base,27,142.27093865805452,0.6425068000025931,94
10,Rosenbrock,AG,AG_base,28,10.784251596629346,0.6461781999969389,90
10,Rosenbrock,AG,AG_base,29,24.55081642530452,0.6438836000015726,99
30,Esfera,PSO,PSO_estandar,0,45.00539573239664,0.02538460000505438,99
30,Esfera,PSO,PSO_estandar,1,86.14266954214152,0.025386200002685655,99
30,Esfera,PSO,PSO_estandar,2,100.47799917083822,0.02543300000252202,98
30,Esfera,PSO,PSO_estandar,3,330.84272933341197,0.025205500001902692,98
30,Esfera,PSO,PSO_estandar,4,90.16059123417297,0.025033699996129144,98
30,Esfera,PSO,PSO_estandar,5,79.44445182164505,0.024859899996954482,99
30,Esfera,PSO,PSO_estandar,6,24.050365703397535,0.02492000000347616,98
30,Esfera,PSO,PSO_estandar,7,59.68347186168824,0.024854600000253413,98
30,Esfera,PSO,PSO_estandar,8,72.32895353905568,0.025129699999524746,99
30,Esfera,PSO,PSO_estandar,9,5.683645847753711,0.025194599998940248,99
30,Esfera,PSO,PSO_estandar,10,14.155884183801719,0.02531029999954626,98
30,Esfera,PSO,PSO_estandar,11,99.12748679471414,0.025055400001292583,99
30,Esfera,PSO,PSO_estandar,12,46.28957110453547,0.026271100003214087,99
30,Esfera,PSO,PSO_estandar,13,86.01695638944916,0.025125399995886255,98
30,Esfera,PSO,PSO_estandar,14,79.39918175894276,0.025386099994648248,99
30,Esfera,PSO,PSO_estandar,15,85.74850713831947,0.025125599997409154,99
30,Esfera,PSO,PSO_estandar,16,162.77024876335375,0.025023100002727006,98
30,Esfera,PSO,PSO_estandar,17,32.805724245716405,0.024972899998829234,99
30,Esfera,PSO,PSO_estandar,18,294.05784002877374,0.02504870000120718,99
30,Esfera,PSO,PSO_estandar,19,87.63260946416747,0.024943500000517815,99
30,Esfera,PSO,PSO_estandar,20,96.80355675951657,0.024957800000265706,99
30,Esfera,PSO,PSO_estandar,21,37.570508385881425,0.02486960000533145,99
30,Esfera,PSO,PSO_estandar,22,87.91131963041241,0.024936100002378225,99
30,Esfera,PSO,PSO_estandar,23,35.677698327559085,0.02498360000026878,98
30,Esfera,PSO,PSO_estandar,24,99.95407050877556,0.02488710000034189,99
30,Esfera,PSO,PSO_estandar,25,39.65988571054713,0.02495749999798136,99
30,Esfera,PSO,PSO_estandar,26,63.69548762446091,0.02496199999586679,99
30,Esfera,PSO,PSO_estandar,27,177.71837594458236,0.024951499995950144,99
30,Esfera,PSO,PSO_estandar,28,10068.962562930252,0.024994899999001063,99
30,Esfera,PSO,PSO_estandar,29,56.979251285553275,0.024926600002800114,96
30,Esfera,PSO,PSO_exploracion,0,52347.40993586474,0.02503219999925932,13
30,Esfera,PSO,PSO_exploracion,1,61081.7924801872,0.025028299998666625,76
30,Esfera,PSO,PSO_exploracion,2,61714.52501086941,0.024561099999118596,0
30,Esfera,PSO,PSO_exploracion,3,54893.908291027634,0.024476500002492685,59
30,Esfera,PSO,PSO_exploracion,4,51056.65337707115,0.02449739999428857,32
30,Esfera,PSO,PSO_exploracion,5,63520.21001364893,0.024367899997741915,29
30,Esfera,PSO,PSO_exploracion,6,49746.7480701342,0.024512900003173854,67
30,Esfera,PSO,PSO_exploracion,7,55889.44678892917,0.02448059999733232,62
30,Esfera,PSO,PSO_exploracion,8,51279.53287825184,0.024450599994452205,4
30,Esfera,PSO,PSO_exploracion,9,51835.45571966691,0.02454340000258526,85
30,Esfera,PSO,PSO_exploracion,10,45688.21549481547,0.0245264999975916,52
30,Esfera,PSO,PSO_exploracion,11,45509.05869106164,0.02448069999809377,43
30,Esfera,PSO,PSO_exploracion,12,53364.61455978123,0.024580600002082065,8
30,Esfera,PSO,PSO_exploracion,13,53028.70449114347,0.02452110000012908,15
30,Esfera,PSO,PSO_exploracion,14,49142.5442543319,0.024596199997176882,30
30,Esfera,PSO,PSO_exploracion,15,52779.157311805924,0.025024000002304092,81
30,Esfera,PSO,PSO_exploracion,16,53374.454099728646,0.025800499999604654,9
30,Esfera,PSO,PSO_exploracion,17,51537.41845011689,0.024777699996775482,87
30,Esfera,PSO,PSO_exploracion,18,62672.36430550668,0.02617650000320282,75
30,Esfera,PSO,PSO_exploracion,19,39746.18116132566,0.02578469999571098,41
30,Esfera,PSO,PSO_exploracion,20,61204.037502817395,0.025744699996721465,77
30,Esfera,PSO,PSO_exploracion,21,53732.489922448454,0.0254140000033658,35
30,Esfera,PSO,PSO_exploracion,22,51700.377705819796,0.02508010000019567,96
30,Esfera,PSO,PSO_exploracion,23,45539.56650049501,0.02475300000514835,4
30,Esfera,PSO,PSO_exploracion,24,55152.43104084102,0.02488910000101896,71
30,Esfera,PSO,PSO_exploracion,25,59583.42648084479,0.02518009999766946,66
30,Esfera,PSO,PSO_exploracion,26,41171.83605654916,0.02468809999845689,16
30,Esfera,PSO,PSO_exploracion,27,49980.48794398409,0.024658700000145473,80
30,Esfera,PSO,PSO_exploracion,28,50537.31624915642,0.024679100002686027,82
30,Esfera,PSO,PSO_exploracion,29,62075.601178913785,0.024584999999206048,36
30,Esfera,PSO,PSO_explotacion,0,6220.739358583338,0.025976499993703328,99
30,Esfera,PSO,PSO_explotacion,1,5237.5393361974875,0.026097999994817656,99
30,Esfera,PSO,PSO_explotacion,2,7530.55776426918,0.025125300002400763,99
30,Esfera,PSO,PSO_explotacion,3,3949.1152427926536,0.024936000001616776,99
30,Esfera,PSO,PSO_explotacion,4,11041.126084415844,0.02518259999487782,99
30,Esfera,PSO,PSO_explotacion,5,6414.426794809202,0.024897699993744027,99
30,Esfera,PSO,PSO_explotacion,6,8062.362658734477,0.0249785999985761,99
30,Esfera,PSO,PSO_explotacion,7,6555.263593410317,0.025001399997563567,99
30,Esfera,PSO,PSO_explotacion,8,5518.778016092829,0.024979399997391738,99
30,Esfera,PSO,PSO_explotacion,9,5472.638506795851,0.024970799997390714,99
30,Esfera,PSO,PSO_explotacion,10,4421.135273616039,0.025384599997778423,99
30,Esfera,PSO,PSO_explotacion,11,6404.820155877317,0.02497640000365209,99
30,Esfera,PSO,PSO_explotacion,12,7880.314061436587,0.024903199999243952,99
30,Esfera,PSO,PSO_explotacion,13,4687.185797213876,0.024960700000519864,99
30,Esfera,PSO,PSO_explotacion,14,4447.163552202347,0.025044800000614487,99
30,Esfera,PSO,PSO_explotacion,15,7254.394946037301,0.02495380000618752,99
30,Esfera,PSO,PSO_explotacion,16,6424.604107600472,0.025005900002724957,99
30,Esfera,PSO,PSO_explotacion,17,8018.919085259222,0.025037200000951998,99
30,Esfera,PSO,PSO_explotacion,18,8626.111551350343,0.025016499996127095,99
